,user,date,renderedContent
438,aly_benzema,2023-06-10 14:16:14+00:00,"@imanzett Akhirnya sekarang Mendikbud nya cari guru di marketplace 🤣😝, dobol 😂😂"
439,YRadianto,2023-06-10 13:01:03+00:00,"Partai Amanat Nasional mengkritisi rencana sistem rekrutmen guru Pegawai Pemerintah dengan Perjanjian Kerja (ASN PPPK) melalui 'marketplace. Menurut PAN hal itu bertentangan dengan apa yang sudah ada sekarang dan menyulitkan birokasi guru, terutama dengan adanya sistem administrasi pangkalan atau sekolah induk. 

Guru-guru sudah terikat aturan yang diterbitkan oleh Kemendikbud maupun Kemenag terkait undang-undang sertifikasi guru. Mereka punya tupoksi dan terikat dengan sekolah induk di mana mereka berada. Jadi program rekrutmen guru dengan cara demikian sangat sulit dilakukan.

https://t.co/eRTGA9uOVk"
440,mediaindonesia,2023-06-10 12:35:04+00:00,"Secara definisi, marketplace guru adalah platform yang mempertemukan guru dengan instansi sekolah yang sedang membutuhkan tenaga pengajar.  https://t.co/GKzOZ3iMdD"
441,hariankompas,2023-06-10 08:05:28+00:00,"Wakil Ketua Komisi VII DPR RI Eddy Soeparno pada Jumat (9/6/2023), mengkritik kebijakan marketplace guru, ide yang digagas oleh Menteri Pendidikan, Kebudayaaan, Riset dan Teknologi Nadiem Makarim bulan Mei lalu. #VideoBerita #AdadiKompas 

https://t.co/CE7rbu4x0f"
442,Aryprasetyo85,2023-06-10 05:38:53+00:00,"Guru nya aja masih banyak yang susah ada ada saja nih mas menteri @nadiemmakarim 🤦
Belum lagi Ribuan Guru honorer yg belom dapet SK!

Soal Wacana 'Marketplace' Guru Kemendikbud, Begini Kata Sekjen PAN!

Sekjen Partai Amanat Nasional, Eddy Soeparno, mengkritik kebijakan marketplace guru gagasan Menteri Pendidikan, Kebudayaan, Riset dan Teknologi, Nadiem Makarim.

Menurut Eddy, Nadiem perlu mengkaji ulang konsep marketplace guru karena dinilai kurang tepat, digunakan sebagai sistem perekrutan guru.

Menurut Eddy Soeparno, sistem marketplace guru tidak menjawab persoalan kesejahteraan guru dan kualitas pendidikan yang belum merata di Indonesia, yang mestinya jadi prioritas Kemendikbud, untuk dituntaskan.

Belum lagi, nasib puluhan ribu guru honorer yang sampai saat ini masih menunggu kejelasan, juga jadi PR besar Menteri Nadiem.

Terlebih untuk menjamin kualitas dan kesejahteraan pendidik, yang mesti dilakukan secara berkelanjutan.

Sebelumnya, Mendikbud, Nadiem Makarim memang telah menyampaikan rencana market place guru, dalam rapat kerja bersama Komisi X DPR RI pada 24 Mei lalu.

Market place guru, merupakan database yang terbuka bagi seluruh sekolah untuk merekrut pendidik, yang sistemnya diklaim akan efisien mengisi kekosongan guru ASN PPPK di sekolah.

Sebelumnya Mendikbud Nadien Makarim berencana akan membuat marketplace yang akan digunakan sekolah untuk mencari guru sesuai spesifikasinya, marketplace guru ini nantinya merupakan suatu database atau daftar guru yang boleh mengajar dan bisa diakses di seluruh Indonesia.
@Official_PAM @ZUL_Hasan"
443,KompasTV,2023-06-10 04:31:33+00:00,"Soal Wacana 'Marketplace' Guru Kemendikbud, Begini Kata Sekjen PAN! https://t.co/BojgxcweXr"
444,KompasTV,2023-06-10 01:27:03+00:00,PAN Minta Nadiem Kaji Ulang Konsep Marketplace Guru: Timpang Kesejahteraan Guru yang Harus Diatasi https://t.co/XpGlV9ysWu
445,daniellsinaga_,2023-06-09 13:00:58+00:00,"""Marketplace Guru, Mewujudkan Solusi Efektif Kesejahteraan dan Ketersediaan Guru"" selengkapnya https://t.co/Bnj6JVDMkv"
446,ririn_nathaliak,2023-06-09 11:31:45+00:00,@bukik mau dibuat marketplace atau tdk yg menjadi problem terbesar di pendidikan itu khan kualitas guru. sementara rekrutmen guru negeri &amp; swasta kita tahulah bagaimana prosesnya. salam literasi!🙏
447,bukik,2023-06-09 11:10:37+00:00,"Marketplace Guru, Mewujudkan Solusi Efektif Kesejahteraan dan Ketersediaan Guru https://t.co/05aVGDNwNu"
448,BascoBoating,2023-06-09 09:02:27+00:00,"📣Attention sailors! 1/2 Share Opportunity! 
The current owner is selling a 50% share of “Inuka”, a 2009 Jeanneau Sun Odyssey DS50 for $100,000 USD!

For more boat photos and info, visit the listing at Boat Guru Marketplace&gt;&gt; https://t.co/EU5ZocMjAK https://t.co/hRyyqEjbRE"
449,BitmonkCrypto,2023-06-09 08:27:17+00:00,"1/2🧵⚙️Utilities of #GPTGuru are:
🔸Generate Smart Contract
🔸AI #Trading bot
🔸AI #Crypto signals
🔸#NFT Marketplace
🔸Guru Auditor

More details 👉 https://t.co/57G6SUCCk9

Check $5000 #airdrop via a telegram powered-bot 👇
🤖https://t.co/MsaK0pjeWW

#Crypto #Web3  @GPTGuru_"
450,Miduk17,2023-06-09 04:08:02+00:00,"Pola rekrutmen juga berpotensi mengesampingkan guru2 HONORER yang sudah TUA

Pihak sekolah cenderung memilih guru MUDA sehingga nasib para guru honorer makin TERABAIKAN

Mestinya proposal dari Sekjend PAN paling tepat, SEJAHTERAKAN dulu HONORERNYA baru ide Marketplace diwujukan"
451,Miduk17,2023-06-09 04:08:01+00:00,"Marketplace guru lebih fokus ke DISTRIBUSI guru dan rekrutmen guru disekolah yang membutuhkan, bukan kesejahteraan para guru

Hal ini malah bisa menimbulkan MASALAH BARU, subjektivitas dan potensi kesenjangan kualitas tenaga pendidik antar wilayah makin tinggi"
452,Miduk17,2023-06-09 04:08:01+00:00,"Tak banyak partai yang KONSISTEN memebela nasib para GURU, salah satunya adl PAN

Eddy Soeparno, Sekjend DPP PAN lebih menekankan kesejateraan guru ketimbang upaya marketplace guru yg diajukan oleh Nadiem Makarim

https://t.co/wiJaSS0kD6"
453,Optimispus,2023-06-09 02:05:59+00:00,"@negativisme marketplace diurus, kesejahteraan guru kagak"
454,PKSKarngBahagia,2023-06-09 01:00:24+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/5KrwPPu16g"
455,MixelYuk,2023-06-08 23:05:00+00:00,"@DemokrasiMartir @Nadiem_Makarim @luhut_binsar Ini yg kebijakan siswa bisa milih guru yg ngajar ya? Saya liat-liat kebanyakan yg protes istilahnya ""marketplace"" daripada fungsi dan tujuan programnya. Program ini lebih bagus untuk perguruan tinggi daripada sekolah, krn utk kondisi saat ini independensi siswa masih minim."
456,jawapos,2023-06-08 15:25:32+00:00,"PGRI: Kalau Gaji Diserahkan Sekolah, Marketplace Justru Berbahaya untuk Guru https://t.co/8n7PEsSA7K"
457,eradotid,2023-06-08 15:10:04+00:00,Apa Itu Marketplace Guru yang Disebut-sebut Mendikbud? Sudah Tahu? https://t.co/mtnsVI0VPN
458,sweetalinaisme,2023-06-08 14:56:13+00:00,"Sebagian menganggap terobosan Marketplace Guru cukup menjanjikan dalam merekrut tenaga pendidik dan mempercepat pengangkatan guru honorer menjadi ASN

https://t.co/IM3KzxVTP5

#islamkaffah"
459,MasUchiha_,2023-06-08 14:43:11+00:00,"Mungkin sebagian org menganggap tak penting. Tp penamaan program, serta istilah Marketplace rasanya kurang elok dipakai guru yang merupakan org tua ke-2 kita. Baiknya ada istilah lain yg lebih sopan dan menghargai pahlawan kita ini. https://t.co/aBcVEylxRA"
460,MasUchiha_,2023-06-08 14:43:08+00:00,"MARKETPLACE GURU: BUKAN SOLUSI TEPAT PENDIDIKAN KITA.
.
Malam Jum’at yang berbahagia namun tidak dgn Luhut, Haris Azhar dan Fatia yg abis Bersidang. Merupakan saat yg tepat utk bahas kebijakan Mendikbud Nadiem yang penuh kontroversi ini. https://t.co/4SW0MBqpCf"
461,cocor_bangor,2023-06-08 13:51:26+00:00,"Nadiem bilang Marketplace guru bisa menjadi akses kepala sekolah agar dapat merekrut serta memenuhi kebutuhan guru langsung dari marketplace, tanpa harus menunggu perekrutan nasional. Tapi apakah ini solusi paling tepat untuk masalah pendidikan yang carut marut di Indonesia? https://t.co/T6r8j2wTHY"
462,cocor_bangor,2023-06-08 13:51:23+00:00,"Sekilas kebijakan Nadiem soal ""Marketplace Guru"" menjanjikan dan masuk akal, namun jk dikaji lebih dlm kebijakannya dungu kalo kata Rocky Gerung. Ide soal ini mnjadi solusi agar masalah merekrut guru cepat. Kepala sekolah bs mencari guru yg dibutuhkan melalui aplikasi dgn cepat. https://t.co/kTL8vdcezG"
463,cocor_bangor,2023-06-08 13:51:20+00:00,"Nadiem dan Kebijakan Ngaur Soal ""Marketplace Guru""

Mulai dari Raffi Ahmad, Sule, Komeng semuanya sepakat bhwa masalah utama guru adalah kesejahteraan bukan perekrutan guru. Apalagi Nadiem ingin membuat ""Marketplace Guru"" yg justru menimbulkan masalah baru. https://t.co/4guvMkkWIk"
464,bung_madin,2023-06-08 13:42:25+00:00,"Hal yg lbh mengerikannya lagi dari kebijakan tsb, bhw algoritma dasar pada platform Marketplace yg nantinya akan mengatur penempatan guru. Sampai saat ini, ga ada yg tau bagaimana, untuk siapa, dan kemana data pendidikan di arahkan.

Gimana pendapatnya🤔 https://t.co/hOHxZONr62"
465,bung_madin,2023-06-08 13:42:15+00:00,"Ngopi dulu sambil nungguin si Nadiem bangun☕

Perdebatan dikalangan partai pun terjadi, gara2 marketplace ala Nadiem yg tdk jelas. Ia mengajukan bhw guru yg lulus PPPK sejak awal memang ga dijamin akan mendapatkan penempatan.

Begini nih kalau kurangnya komunikasi.
Jadi ngaco😂 https://t.co/NlGvQJyIqT"
466,bung_madin,2023-06-08 13:42:13+00:00,"Menurut Bung Madin jika gaji guru nanti akan dibayarkan melalui aplikasi tsb, tindakan korupsi akan lbh besar dan ini akan menguntungkan para pejabat Kemendikbud.

Kan dibilang, marketplace itu, akan jadi tempat para pejabat Kemendikbud ngambil uang negara🤫 https://t.co/VrYha3ykO4"
467,bung_madin,2023-06-08 13:42:02+00:00,"""JALUR TIKUS MARKETPLACE GURU ALA NADIEM"" 

Bung Madin kali ini, mau bongkar2 sisi bobrok dari ""MARKETPLACE GURU"" yg bkn hanya sekadar kebijakan belaka, melainkan tersimpan sisi bisnis, korupsi hingga memperdagangkan guru layaknya barang dagangan.

Sadisss😱 https://t.co/Wzg4s94JZL"
468,pitoyoherman1,2023-06-08 13:34:16+00:00,"@ILCTalkshow @karniilyas Tanggapan ILC, soal marketplace guru bagaimana nih"
469,zata_na,2023-06-08 13:17:48+00:00,@Aryprasetyo85 @nadiemmakarim @03__nakula @al_lasan @Anak__Ogi @alextham878 @Arindra__ @B3doel___ @DM_N4BYL @FirzaHusainID @seruanhl @serakyut Marketplace Guru itu nanti gajinya pakai gopay gitu ya ?
470,MelaPutih,2023-06-08 13:04:41+00:00,Marketplace Guru itu aplikasi seperti gojek ya 🤭
471,yaawww,2023-06-08 10:57:57+00:00,"Hari ini akan kucatat sbg hari bermaknaku dlm hidup.

Dr kemaren selalu seliweran di medsos ttg marketplace guru lah, guru yg ga sejahtera lah, anak pendidikan yg nyesel jd guru lah dll. Yg ngebuat aku pun kembali mempertanyakan ""Kok kamu mau si jd guru?""

Tapi hari ini... https://t.co/Wl484Uf3jV"
472,senjatanuklir,2023-06-08 10:46:00+00:00,"Jadi ada website marketplace untuk jual-beli konten video ‘Chikan’ di tempat publik yg ramai &amp; divideoin diem-diem.

Video ini diambil di Jepang, Korsel, Taiwan &amp; Tiongkok.

Yg dianggap ‘guru’ komunitas itu si cowo berkacamata di foto ini &amp; dia yg punya 3 website tsb. https://t.co/WKdUQPN0LC"
473,narkosun,2023-06-08 10:02:47+00:00,"Marketplace memang bisa mempertemukan demand &amp; supply dgn cepat, tapi bagaimana meningkatkan kualitas dan kesejahteraan guru blm terjawab.

Program Marketplace Guru Inisiasi Nadiem Dikritik PAN, Dinilai Hanya Solusi Jangka Pendek. Monggo pak @nadiemmakarim 🙏 https://t.co/miFHs1bKmc"
474,Aryprasetyo85,2023-06-08 08:48:19+00:00,"Bukti PAN peduli dengan nasib Guru..

Wakil Ketua Komisi VII DPR Eddy Soeparno menyoroti ide dari Menteri Pendidikan, Kebudayaan, Riset dan Teknologi (Mendikbudristek) Nadiem Makarim soal pembentukan platform Marketplace Guru atau lokapasar untuk penyelesaian masalah pendidikan di Indonesia.

Eddy mengatakan bahwa ide tersebut kurang tepat untuk dilakukan saat ini.
Eddy menilai platform tersebut juga tidak bisa memastikan soal kualitas guru. Dia menyebut Nadiem seharusnya menyelesaikan masalah yang ada, seperti soal ketimpangan kesejahteraan.
@Official_PAN @ZUL_Hasan
https://t.co/KHqkO2k9pr"
475,Aryprasetyo85,2023-06-08 08:46:23+00:00,"Marketplace Guru...?

Sedangkan masih banyak Guru yang butuh perhatian
Alangkah baiknya kalo Pak Menteri @nadiemmakarim lebih fokus kepada guru honorer yang belum mendapatkan SK.

Kebijakan terhadap guru akan menentukan kualitas pendidikan kita. 
Kalau kesejahteraan Guru-guru kita masih memprihatinkan gemana kualitas generasi muda kita?

Semakin berkualitas SDM guru, semakin baik pendidikan kita

Partai Amanat Nasional (PAN) menyoroti kebijakan marketplace untuk guru yang digagas oleh Menteri Pendidikan Budaya Riset dan Teknologi (Menristekdikti) Nadiem Anwar Makarim. Kritikan dan masukan yang ada merupakan perhatian khusus partai berlambang matahari itu terhadap peningkatan kualitas dan kesejahteraan guru.

@Official_PAN @ZUL_Hasan"
476,PKSMuktiwari,2023-06-08 08:14:34+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/Mwen2U8Eya https://t.co/W1TRa6688C"
477,PKSBuniBakti,2023-06-08 08:07:35+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/5Loqfsg95R"
478,PKSWanajaya,2023-06-08 08:06:06+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/b3qPQo5hoy"
479,PKSCibarusahKta,2023-06-08 08:06:06+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/06Tlj3sMVJ"
480,PKSBahagia,2023-06-08 08:04:05+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/3wGmxDhGiV"
481,fpkskabbekasi,2023-06-08 08:01:05+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/YncF7BzTUm"
482,RKIKabBekasi,2023-06-08 07:43:35+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/VdNK9511tu"
483,PKS_Tambun,2023-06-08 07:37:09+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/bk6r3v7Uio https://t.co/FNrmB4FOE8"
484,dranux,2023-06-08 07:27:39+00:00,"@zanatul_91 permasalahannya adalah bnyk guru honorer yg belum diangkat, eh malah bikin marketplace. kacao bgt"
485,PKSGandamekar,2023-06-08 07:14:36+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/fjTk7NRRgo"
486,PKSPantaiMakmur,2023-06-08 06:53:11+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/7IWCdz5ecT https://t.co/0AWkkRLAUh"
487,PKSSukamukti,2023-06-08 06:53:09+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/3IBSDCSsfL https://t.co/IruUYLVNf2"
488,fajaronline,2023-06-08 06:44:16+00:00,"Kritik Marketplace Guru Gagasan Nadiem, Loyalis Jokowi: Berpotensi Memunculkan Subjektivitas dari Sekolah dan Stakeholder 
https://t.co/DQ75jzahOz 
#JhonSitorus #Jokowi #MarketplaceGuru #NadiemMakarim"
489,PKSTarumajaya_,2023-06-08 06:32:07+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/hRloIUR1tN"
490,PKSCikedokan,2023-06-08 06:26:39+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/LyRvqQUEc8"
491,BudiMM_,2023-06-08 06:25:09+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/cTwdDpbLVP"
492,bundalestari875,2023-06-08 06:08:34+00:00,"@Miduk17 gara Marketplace guru, anak gue yg dari kecil cita2nya ingin jadi guru skrng gk mau jadi guru,"
493,PKSCibitung,2023-06-08 06:05:10+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/qhmK8vpbQa https://t.co/cwM8R3mfVU"
494,Jinjit_jinjit,2023-06-08 06:05:07+00:00,Marketplace Guru ala mas Nadiem ini keren menurutku apalg jaman now. Mengingat masih bnyk dibutuhkan tenaga guru di pelosok tanah air. https://t.co/Z3isIMLeyo
495,PKS_Wanasari,2023-06-08 06:03:08+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/i7S3DHg34c"
496,chiptdoank,2023-06-08 05:51:54+00:00,"SI RAJA BOHONG dah lebih dulu malaksanakan marketplace ini ketika capres ,
dengan janji guru honorer di ASN kan. Dan  Berhasil jadi presiden, tp gurunya tetap honor. Ini mau di  jual lagi.  Alamak.  !"
497,Miduk17,2023-06-08 05:42:05+00:00,"Marketplace guru jadi terlihat seperti PASAR, dimana sekolah bisa memilih siapa calon gurunya

Ini berpotensi memunculkan subjektivitas dari sekolah dan stakeholder sehingga mengesampingkan kualitas guru

Sesuai harapan PAN, desain KUALITAS dan NASIB GURU harus jadi yang utama"
498,Miduk17,2023-06-08 05:42:05+00:00,"Ada yang lebih penting dari sekadar Marketplace Guru

Nasib para guru masih banyak yang sangat MEMPRIHATINKAN dengan status HONORER dengan gaji yang TIDAK LAYAK

Bahkan Sekjen PAN, Eddy Soeparno juga mempertegas sesuai prinsip PAN agar jangan TERJEBAK di kesalahan yang sama https://t.co/eQ7dTUkdHz"
499,pks_cibuntu,2023-06-08 05:39:09+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/CczHfLiA0i"
500,PKSSukabungah_,2023-06-08 05:38:13+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/oTAkgIms4m"
501,PKSBabelanKota,2023-06-08 05:31:08+00:00,"Fraksi PKS DPRD Sumut Tak Setuju Kemendikbudristek Pakai Istilah Marketplace Guru, Ini Alasannya https://t.co/par5fLVBkY"
502,sekolahdasar,2023-06-08 05:10:10+00:00,"Dengan Marketplace, Sistem Perekrutan Guru Akan Lebih Fleksibel -  https://t.co/4xjnHyq3TF"
503,hmpeupi,2023-06-08 05:08:11+00:00,"belikan. Bahkan Pengamat Pendidikan, Doni Koesoema melihat bahwa Gagasan Marketplace Guru ini seperti Gojek, siapapun bisa jadi sopir Gojek asal punya SIM. 

Lalu apa lah arti Guru saat ini? Sudah terlalu banyak ketidakadilan yang Guru alami. Sebagai Mahasiswa dari Program-"
504,hmpeupi,2023-06-08 05:08:10+00:00,di mana jika pihak sekolah membutuhkan guru bisa langsung mencarinya di marketplace guru dan memilih guru sesuai dengan kebutuhan sekolahnya. Ide tersebut tentu saja menuai perdebatan. Pihak guru merasa tidak dihargai karena dianggap sebuah barang atau jasa yang dapat diperjual-
505,hmpeupi,2023-06-08 05:08:09+00:00,"Ide tersebut berupa gagasan pembentukan  platform bernama Marketplace Guru. Menurut Nadiem pencetusan gagasan Marketplace Guru sebagai upaya dalam mengatasi masalah tenaga guru honorer yang terjadi selama bertahun-tahun. Platform marketplace Guru merupakan media perekrutan guru, https://t.co/twxAJba6Y5"
506,hmpeupi,2023-06-08 05:08:05+00:00,"[ MARKETPLACE GURU: SOLUSI ATAU DEGRADASI?]

Halo Warga Pendidikan Ekonomi!👋🏻
Salam Perjuangan!
Salam Demokrasi Bagi Kita Semua

Dewasa ini, dunia pendidikan dihebohkan oleh ide baru yang di keluarkan oleh Menteri Pendidikan, kebudayaan, Riset, dan Teknologi Nadiem Makarim. https://t.co/V0d8G0f9JN"
507,ubaidmatraji,2023-06-08 04:53:32+00:00,"Wah.. lari dari tanggung jawab kok berjamaah. Siap-siap ya para guru untuk tetap jadi honorer abadi karena tidak ada jaminan laku di marketplace. RIP: GuruHonorerAbadi. Nasib.. nasib...

https://t.co/4Erx7q1Vzy"
508,zanatul_91,2023-06-08 04:46:44+00:00,"32) Ini merupakan tanda bahaya terjadinya liberalisasi, komersialisasi, dan degradasi profesi guru. Namun yang paling berbahaya adalah logaritma dasar pada platform marketplace yang mengatur penempatan guru."
509,zanatul_91,2023-06-08 04:46:44+00:00,"30) Dalam rapat di DPR tersebut, Direktur Jenderal Guru dan Tenaga Kependidikan, Nunuk Suryani, menyatakan marketplace ini berupaya menjawab masalah redistribusi guru PPPK. Artinya, gagasan ini mengasumsikan bahwa seleksi PPPK sebagai pasar guru,..."
510,zanatul_91,2023-06-08 04:46:43+00:00,"28) untuk mengurus perekrutan guru marketplace.

Menteri Nadiem menyampaikan bahwa guru yang lulus ujian PPPK sejak awal memang tidak dijamin akan mendapat penempatan. Pernyataan ini mengagetkan banyak guru karena sejak awal mereka merasa bahwa bila lulus PPPK, berarti akan...."
511,zanatul_91,2023-06-08 04:46:41+00:00,"25) melalui marketplace guru ini akan ""dikunci"" hanya untuk gaji guru PPPK.

Hal yang paling dikhawatirkan sebenarny adalah seleksi yg tak adil &amp; tdk transparan di level sekolah untuk para calon yang akan ditempatkan, yang terdiri atas guru lulusan P1 dan lulusan PPG Prajab..."
512,zanatul_91,2023-06-08 04:38:18+00:00,"24) Jika gaji guru PPPK nanti dibayar melalui sekolah secara langsung sebagaimana dana BOS, potensi korupsi, kolusi, dan nepotisme (KKN) yang selama ini terjadi pada dana BOS akan berpotensi besar terjadi pula pada marketplace. Nadiem berjanji dana yang ditransfer..."
513,zanatul_91,2023-06-08 04:38:17+00:00,"21) ...seleksi PPPK, terutama mereka yang P1.

Masalah lain adalah perihal pembiayaan atau penggajian guru PPPK. Pemerintah pusat menyatakan akan langsung memberikan anggaran penggajian guru PPPK melalui marketplace guru ini ke sekolah."
514,zanatul_91,2023-06-08 04:38:16+00:00,"20) Pembuatan marketplace guru justru mengambil otoritas pemerintah daerah dalam menggaji guru PPPK dan mengambil alih sebagian porsi perekrutan guru PPPK dari pusat ke sekolah, meskipun marketplace guru ini hanya menjadi tahap lanjutan setelah para guru tersebut lolos ...."
515,zanatul_91,2023-06-08 04:38:16+00:00,"19) dengan langsung ke sekolah melalui marketplace guru.

*Anggaran Guru*

Solusi Nadiem ini jelas tidak memecahkan persoalan inti, yaitu selisih kuota guru antara pusat dan daerah."
516,zanatul_91,2023-06-08 04:38:12+00:00,"11) Degradasi Guru*

Marketplace guru sebenarnya lahir dari ketidakberdayaan pemerintah pusat dan pemerintah daerah untuk berkoordinasi dalam menuntaskan kebutuhan guru. Pengajuan kuota PPPK guru oleh daerah selalu berkisar separuh dari yang diajukan pemerintah pusat."
517,zanatul_91,2023-06-08 04:38:11+00:00,"8) Meskipun sistem ini nanti bersifat tertutup, paradigma guru sebagai produk dan sekolah sebagai warung dagangan akan diwujudkan dalam marketplace guru ala Nadiem ini.

Velislava Hillman dan Molly Esquivel (2022) menggambarkan bagaimana guru profesional di Inggris harus ..."
518,zanatul_91,2023-06-08 04:38:11+00:00,"7) melalui pihak ketiga (edtech). Dengan demikian, guru harus siap dipajang layaknya barang dagangan.

Mslahny, Nadiem hendak menerapkan pola kerja marketplace ini dalam seleksi aparatur sipil negara (ASN) guru PPPK, yang notabene merupakan seleksi guru yg dilakukan pemerintah."
519,zanatul_91,2023-06-08 04:38:08+00:00,"2) (PPPK) untuk guru. Salah satunya, Nadiem menawarkan marketplace guru sebagai solusi untuk formasi guru yang tidak kunjung terpenuhi hingga kini."
520,jawapos,2023-06-08 04:24:00+00:00,"Program Marketplace Guru Inisiasi Nadiem Dikritik, Dinilai Hanya Solusi Jangka Pendek

https://t.co/tn9J2wM8tl"
521,yudiyudot99,2023-06-08 03:41:44+00:00,"Wow busyet 💥
Guru diperjual-belikan di MARKETPLACE  bagai barang dagangan 🐣

 Kritik ""Marketplace Guru"" ala Nadiem Makarim 

https://t.co/WN3CTxldHu"
522,edwin_stenov,2023-06-08 03:37:19+00:00,@zanatul_91 Bukan marketplace guru tapi ruang talenta guru. Wkwkwkwkwkwkwk
523,gwenchyana,2023-06-08 03:18:59+00:00,"@sherliamhotty @abcdefghisil @tubirfess Marketplace guru diharapkan bisa menyaring guru yg lebih berkualitas, semakin berkualitas guru, pasti ""harga"" atau penghasilan mereka jdi semakin layak &amp; bagus juga karna ada review/rating/bintang yg dijadikan acuan masyarakat."
524,gelarriksa,2023-06-08 02:50:22+00:00,"Jujur saja, soal marketplace guru ini bukannya jelek, tapi belum dibutuhkan. 

Kalau kaidah Ushul Fiqh nya, ""menghilangkan keburukan lebih utama dari mendatangkan kebaikan.""

Sebaiknya beresin dulu yang masih kurang, sebelum inovasi yang bagus-bagus."
525,posaktualcom,2023-06-08 02:23:38+00:00,"Kritik ""Marketplace Guru"" ala Nadiem Makarim  https://t.co/JVfv8DsdpX"
526,MurBaud1per2in,2023-06-08 01:47:59+00:00,"@IAmGargantua @dokterparu kalo dokter kayanya belom om, kalo guru udah mau tuh (apa udah ya?) sama si nadiem... marketplace guru"
527,OnlyFrens,2023-06-08 00:37:21+00:00,Wakil Ketua Komisi VII DPR @eddy_soeparno mengkritik ide Mendikbudristek Nadiem Makarim soal pembentukan platform Marketplace Guru. https://t.co/6lFeXq9E0m
528,yourcopywizard,2023-06-07 22:35:12+00:00,"In a bustling marketplace, effectively conveying your Web3 unique value proposition is key.

To stand out from the competition, emphasize the benefits that set your product/service apart.

Let's explore some valuable insights from marketing guru David Ogilvy. #StartupTips #Web3 https://t.co/mA9ltzItck"
529,detikcom,2023-06-07 19:10:00+00:00,Wakil Ketua Komisi VII DPR Eddy Soeparno mengkritik ide Mendikbudristek Nadiem Makarim soal pembentukan platform Marketplace Guru. https://t.co/TCM6Fdn3DI
530,detikfinance,2023-06-07 16:34:09+00:00,Menteri PANRB Abdullah Azwar Anas merespons usulan Mendikbud Nadiem Makariem soal marketplace guru. Apa katanya? https://t.co/830JCukq3H
531,AktivisPJO,2023-06-07 13:23:36+00:00,"Namun, bagaimana dengan guru-guru lainnya yang tidak terdaftar di marketplace karena tidak memenuhi syarat tertentu? Apa ukuran seleksi seorang pendidik (guru) untuk bisa mendaftarkan diri di marketplace guru?"
532,AktivisPJO,2023-06-07 13:23:35+00:00,"Dengan adanya marketplace, guru honorer sudah tidak ada lagi. Semua kesejahteraan akan terjamin karena mereka semua adalah pekerja. Jika kotraknya habis, tinggal daftar lagi di marketplace."
533,AktivisPJO,2023-06-07 13:23:33+00:00,"Nadiem Makarim yang tujuannya mampu mengatasi masalah tenaga guru honorer yang terjadi selama bertahun-tahun. Membuat Marketplace Guru tentu butuh sistem yang canggih dan dapat dijangkau oleh seluruh wilayah di Indonesia, serta pembiayaan yang tidak sedikit."
